ID,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
439,vaccineflstate,Locating vaccine sites in Florida. 💉💪 Trying to give back to my community by volunteering virtually. I am not associated with any government agency or group.,"Miami, FL",365,441,1511,2,"Golisano Children’s Hospital’s Mobile Pediatric Vaccination Clinic will be making stops around Southwest Florida next week to vaccinate children 5 years old and older for COVID-19 vaccine. There is no cost for the COVID-19 vaccine, which will be Pfizer. https://t.co/zG76YRrtq8",[]
440,kristy_upham,,,2254,921,71840,103,"The US Food and Drug Administration has elongated the timespan it will take to make public clinical data about Pfizer’s COVID-19 vaccine.

The FDA now says it will take 75 years to release the information.

https://t.co/FjQs7HuaOz",[]
441,levy_eugene,,,726,52,210,61,"Why isn’t anybody in the press asking how they reached this conclusion only three weeks after the omicron release? I guess this is that moment when you just have to *trust* the science.

cc. @Mangan150 @ProfTimNoakes @FatEmperor 

https://t.co/PBdpm7Zqjd",[]
442,davidbi54290507,"Critical thinker,dont trust MSM,freedom","Stafford, England",668,473,21390,233,"Pfizer won’t deliver their product in countries that will not shield them from liability for injury or death.

What does this tell you ?",[]
443,AndrewE12360769,"Father, Serial Entrepreneur, Not Risk Averse, Lucky, Always improving. Do More.",,59,113,20652,103,"The US Food and Drug Administration has elongated the timespan it will take to make public clinical data about Pfizer’s COVID-19 vaccine.

The FDA now says it will take 75 years to release the information.

https://t.co/FjQs7HuaOz",[]
444,quentin33287364,just checking......,,506,148,24107,103,"The US Food and Drug Administration has elongated the timespan it will take to make public clinical data about Pfizer’s COVID-19 vaccine.

The FDA now says it will take 75 years to release the information.

https://t.co/FjQs7HuaOz",[]
445,JhbYour,Go ye therefore and make disciples,,490,161,6799,210,"Voetsek man asijovi!!!!!!! We didn't mandate the governemnt to be clinet of Pfizer and J&amp;J........

Bathunywe ngubani????",[]
446,Chris4Liberty84,American 🇺🇲 Musician 🎸Science fanatic👨‍⚕️Keeper of Liberty 🗽  Lover of Freedom 🙌 God above me ✝️ the devil below me 🤘 Fully Unpoisoned 💉⚔,"North Carolina, USA",2535,748,3665,3,"Pfizer and BioNTech said Wednesday that two doses of their COVID-19 vaccine “may not” offer sufficient protection against the omicron variant of SARS-CoV-2, but a third dose appears to improve protection 🤡",[]
447,Sangamm2,,,99,218,111725,17,"Drug major #Pfizer has been accused of paying experts to say that AstraZeneca's jab would cause cancer and won't be suitable for use in the case of immunosuppressed patients

https://t.co/dCzLLi3qPQ",['Pfizer']
448,JayCryptic,Husband. Father. Conservative.,,1072,291,17632,103,"The US Food and Drug Administration has elongated the timespan it will take to make public clinical data about Pfizer’s COVID-19 vaccine.

The FDA now says it will take 75 years to release the information.

https://t.co/FjQs7HuaOz",[]
449,CanbLaizo,,,477,66,5472,1873,"Pfizer won’t deliver their product in countries that will not shield them from liability for injury or death.

What does this tell you?",[]
450,SkLem9,"#Bitcoin & #Alt trader moon 2019-2022 $LCX, $QNT, $ZCX, $ALBT, $UTK, $FRM, $RSR, $JUP, $BNF",In the Bitcoin bubble,1196,1247,40469,15248,"This is obscene. Last week, 8 investors in Pfizer and Moderna became $10 billion richer as news about the Omicron variant spread. It's time for these pharmaceutical companies to share their vaccines with the world and start controlling their greed. Enough is enough!",[]
451,bethecricket,#AlwaysWithHer #ThePeoplesPresident HRC won the popular vote. I stand with Nancy. FFS Ditch Mitch. Fully Pfizered and boosted.,Chicago IL suburb,3678,2438,66642,0,Early studies suggest omicron is formidable — but not unstoppable https://t.co/Y19pEJO2I7,[]
452,Trevor10934834,Sport Local News Government Politics Music Football,"Newcastle, South Africa",3149,904,1648,44,"After God fear the other gender 😂😂😂😂

Pfizer | Inno| Skhumba| Lorch| Zahara| Royal AM| Naledi Willers| https://t.co/cpiEeNkFny",[]
453,tsumofelix,Hochmotivierter Teilnehmer der Kontrollgruppe!,Niedersachsen,640,253,571,1129,"The Pfizer-BionTech strategy is to get 6 mRNA shots in you by September 2022.

The Pfizer loyalty card meme has become reality.",[]
454,robertozan1n1,"YAHUSHA! Minha justiça e o meu salvador! 
חסיד יהושע יהוה  
Antissistema político e religioso.
Logística,Synthpop,Spfc🇾🇪,Arqueo.",São Paulo - Brasil,527,409,18795,103,"The US Food and Drug Administration has elongated the timespan it will take to make public clinical data about Pfizer’s COVID-19 vaccine.

The FDA now says it will take 75 years to release the information.

https://t.co/FjQs7HuaOz",[]
455,sympheauxnii,🙏🏾📚🔜🎓#tiredBallerina #photographer #PrintModel #influencer #Choctaw | BYE❣️ my 501c3: @eyastx,"Dallas Texas, USA",299,351,55001,6,Pfizer releasing all these press releases about omicron when they need to release under 5 vaccine data to the FDA and stop playing in my face.,[]
456,mj_0098_,,,879,103,40192,1410,How many boosters until the CEO of Pfizer can buy a 500-foot yacht and three football teams?,[]
457,scotindy22,"Ardent supporter of Scottish independence, hates bigots and sectarianism ,racists and especially Tory liars. views not always expressed politely.",,2914,2276,21705,15248,"This is obscene. Last week, 8 investors in Pfizer and Moderna became $10 billion richer as news about the Omicron variant spread. It's time for these pharmaceutical companies to share their vaccines with the world and start controlling their greed. Enough is enough!",[]
458,ASATT19731902,"""Philosophy of science is philosophy enough"".
Willard Van Orman Quine

""Being with you or without you
is how I measure my time"".
Jorge Luis Borges",,4997,461,18694,17,"Based on some preliminary/unpublished data over last 2 days, I hope we get some clarity soon (either from Pfizer or CDC or preferably both) on durability of 3rd mRNA immunization vs omicron. I’m not overly concerned we still have several good options.",[]
459,sanerefrain,"Unimpressed at lack of action on climate change (need a Carbon tax) and 150,000 UK COVID-19 dead (https://t.co/AzS5mPq2ac)",,78,56,3017,0,"@VivienneP11 @mkarolian @DrEricDing In the UK the preference is Pfizer/Moderna
https://t.co/n2ioZLHGb6
Gov advice:
https://t.co/E1hHU2Z1Gd
Study:
https://t.co/0nNJRcKw08",[]
460,Asher_Wolf,"Cryptoparty. Chaos magnet devouring entropy. Non-binary, they/them. Mutant network node herder https://t.co/qFPX1O6JSi",Pangerang land,55348,75566,775157,1,Green light for kids’ Pfizer jabs from January 10 https://t.co/El8sDmtZmL,[]
461,stephenfarrow,"Writer, reader, grammarian, shower singer, musical theatre addict, news junkie, frequent eyeball-roller. European. Bit annoyed. Love language, hate sushi. #FBPE","If you can find me, I'm here.",5927,7074,119292,0,"@meloni1961 I'm going to the local vaccination centre, and I'll take whatever they're offering, which will almost certainly be Pfizer. Glad you've had yours!",[]
462,JamesVa08063380,"New Testament Christian, proud father of four, constitutional conservative. If you don't understand satire then you must be a liberal.",Goldvein Virginia,651,340,18670,103,"The US Food and Drug Administration has elongated the timespan it will take to make public clinical data about Pfizer’s COVID-19 vaccine.

The FDA now says it will take 75 years to release the information.

https://t.co/FjQs7HuaOz",[]
463,rdj61_Canada,"🇨🇦Happily Married, I hate what Justin Trudeau  has done to our great country. #WeDemandTrudeauResign","Brantford, Ontario",1179,704,19063,4,"@BogochIsaac Why? What material difference does getting a third shot make for me (received 2x Pfizer, 27 y/o, low risk, fairly healthy)? Because as far as I'm concerned, it looks like regardless of whether or not I get 3 shots, you'll be advocating for closures in a few weeks.",[]
464,HuskiesFan1,,"Tampa, FL",110,82,1105,2380,"New Pfizer Punch Card Lets You Get Free Sub Sandwich Every 10th Booster
https://t.co/b6b9J72rWJ",[]
465,HoangHuuPhuoc,Representative of the Vietnam's XIII National Assembly (2011-2016). CEO of MYA BizCorp of Vietnam (https://t.co/Kour0f8jx1) from 2005.  A devoted husband and loving father.,"Hochiminh City, Vietnam",100,132,2613,0,"@charliekirk11 3 simple questions:
1) Is it the US law on release data, as on JFK's assassination or Vietnam's War, etc.?
2) Don't you think Pfizer simply doesn't want its competitors to freely get an upper hand?
3) Do you state that any ""delay"" only means ""hide"" only worst negative details?",[]
466,_NewEraNews,Short Clips of News & Videos.,,406,137,5147,17,@DevorguillaScot @ClareCraigPath No. However my mother died suddenly of a huge blood clot &amp; PE 2 days after receiving the Pfizer 3rd vaccine (given without my permission - I held full POA).  Coroner's investigation still underway (3 months already) &amp; there may be an inquest.,[]
467,physiciansnews,"News for doctors, patients and everyone with health.",Philadelphia,44,840,4526,0,Pfizer says COVID booster offers protection against omicron https://t.co/qGknZpjbGM #covid19,['covid19']
468,Rumbleboffin,Brexit Merchant,Dusseldorf,964,714,118710,103,"The US Food and Drug Administration has elongated the timespan it will take to make public clinical data about Pfizer’s COVID-19 vaccine.

The FDA now says it will take 75 years to release the information.

https://t.co/FjQs7HuaOz",[]
469,Essendon_Bear,Essendon FC follower who hates all FIGJAMS & Lefties Pureblood,"Dallas, Melbourne",638,369,8445,249,A 15-year-old boy has become the fourth child in Vietnam to die after receiving the Pfizer vaccine. The country’s health ministry described the cause of deaths as an ‘overreaction’ to the vaccine. https://t.co/8x0qqXOr5V,[]
470,TracyTlm45,Classic Rock Music. Lets change the way things are done. Out with the bad in with the good!! https://t.co/2iCY4lShOu,In the middle of it all !!,2037,2200,113537,875,FDA Says It Now Needs 75 Years To Fully Release Pfizer COVID-19 Vaccine Data https://t.co/Ly0PzrthR6,[]
471,darky123,,Australia,43,46,2145,233,"Pfizer won’t deliver their product in countries that will not shield them from liability for injury or death.

What does this tell you ?",[]
472,ShaneTHazel,Host of R A D I C A L / #GAGov 2022 Peace Liberty Consent Libertarian #Unite #WeAreNotEnemies #Bitcoin Antiwar USMC Combat Vet,Georgia ,2634,31613,25631,315,Pfizer Is Lobbying to Thwart Whistleblowers Exposing Fraud https://t.co/stmI2HzgWJ,[]
473,29Mattos,Engenheiro e empresário,,30295,28370,129759,28,Pfizer-BioNTech says booster protects against omicron https://t.co/IFEYmwk9xY,[]
474,AlexFergus0n,"Not that ex-football manager. Politics, economics etc. Scotland needs indy because seed potatoes.",,397,400,13179,0,"@NaomiOhReally @ThierryBreton The EU?? You mean big multinational pharma companies with long supply chains e.g. key components of Pfizer manufactured in UK 👍

Risible for the EU to try and take credit 🤣",[]
475,Littlelittleboo,,,350,61,21465,2309,"RETWEET if you believe in science and received the Pfizer, Moderna, or Johnson &amp; Johnson vaccine/booster because I want to follow you.",[]
476,SullaFelix8,"Thinking out-loud in real time. if you disagree, I hope you'll feel I showed my work.",,350,623,4969,0,@toad_spotted Jj to pfizer slacker crew feeling pretty good about their choices (assuming oxford remains a good data proxy for jj).,[]
477,TinaMcManus,"Realtor,photographer,animal lover. Interested in all things green. Like ironic humor,quirky movies,wild places. Happy wife to Mike; owned by 2 collies & 2 cats.","Massachusetts, Beverly",1011,852,165353,117,"How do vaccines themselves perform?

Good and bad. 

Limited data from Pfizer shows that with a 3rd dose, the vaccine will continue to do a very good job—particularly at preventing severe illness. 

Even with that third dose/booster, it appears to have some fall off from Delta.8/",[]
478,JosephLemire198,,,777,984,58856,103,"The US Food and Drug Administration has elongated the timespan it will take to make public clinical data about Pfizer’s COVID-19 vaccine.

The FDA now says it will take 75 years to release the information.

https://t.co/FjQs7HuaOz",[]
479,Noris_Maingey,"#SpeakYourMind✊🏿
#ProtectWildlife✊🏿
#ProtectChildren✊🏿
#TribelessYouth✊🏿
#IStandAgainstPoliceButality✊🏿
#SaveThePlanet😥
#NoToDv😔
#climatechange😥","Nairobi, Kenya",31,138,7458,531,"Preliminary lab studies show two doses of the Pfizer/BioNTech vaccine may not provide sufficient protection against the Omicron coronavirus variant, but three doses are able to neutralize it, the companies said in a news release. https://t.co/VtsVe1Vdwe",[]
480,InformedNJNurse,We are Frontline RN’s who advocate for Medical Choice and Informed Consent!,"New Jersey, USA",901,17440,12277,3,"Pfizer and BioNTech said Wednesday that two doses of their COVID-19 vaccine “may not” offer sufficient protection against the omicron variant of SARS-CoV-2, but a third dose appears to improve protection 🤡",[]
481,tommycallahan61,"Identify as vaccinated for Covid19. 
Holy schnikes! Underachieving son, entrepreneur,",,311,188,30414,1,"On what scientific basis did Fauci and Pfizer decide ‘3jabs good, 2 jabs bad?’",[]
482,CityGaya,गया नहीं.....गया जी बोलिए साहेब। मोक्ष की धरती है ये🙏🙏🙏,"Gaya, India",205,445,3798,17,"Drug major #Pfizer has been accused of paying experts to say that AstraZeneca's jab would cause cancer and won't be suitable for use in the case of immunosuppressed patients

https://t.co/dCzLLi3qPQ",['Pfizer']
483,anon526327,RTs are not endorsements,,353,208,44888,2531,"The FDA saying it needs 75 years to fully release vaccine data is not a great way to sell the vaccine to those who are skeptical. Why on earth would it take this long?

FDA Says It'll Take 75 Years to Fully Release Pfizer Vaccine Data https://t.co/zDWxmxjtlz",[]
484,Bitgirl77,,,219,146,2161,291,Kevin Rudd is paid by an organization who is supported by Pfizer. Next time you want to promote their interests over the health of the Australian people be sure to disclose your conflict of interest Kevin. #auspol https://t.co/RHWmHm3p2G,[]
485,RealDNewsMag,"The Official Twitter account of Diversity News Magazine managed by Founder, President and Executive Publisher Steven Escobar. https://t.co/k0CDtycNPV","Hollywood, Los Angeles",1569,11160,69344,1,Pfizer vaccine booster shot approved in South Africa — when you should get it https://t.co/kY8Sbafibq via @mybroadband,[]
486,ConanRedentor,Atrás he dejado mi natal Cimmeria para redimiros de la esclavitud y defender la libertad en estos oscuros y sombríos tiempos.,,947,435,6345,233,"Pfizer won’t deliver their product in countries that will not shield them from liability for injury or death.

What does this tell you ?",[]
487,cloudmoo05,,,145,196,12879,16,"Dr Jonie Girouard is a hero.

Some undercover journalist however filmed her giving out medical certificates as exemptions for Pfizer vaccines.

Police are now investigating this good woman.

https://t.co/aEj1GLFkqO https://t.co/bZbI3tWLYb",[]
488,gia2371,‘sup,,179,5,134,0,@Nagika_Komatsuu hi from a fellow pfizer-vaccinated person,[]
489,JuanJeringuilla,"#GetVaccinated #GetVaxxedRightNow #ZeroCovid #ConcentrationCamps

https://t.co/QUVVg3nTu8",,2360,895,9217,103,"The US Food and Drug Administration has elongated the timespan it will take to make public clinical data about Pfizer’s COVID-19 vaccine.

The FDA now says it will take 75 years to release the information.

https://t.co/FjQs7HuaOz",[]
490,roysopinie2,,,869,91,48906,103,"The US Food and Drug Administration has elongated the timespan it will take to make public clinical data about Pfizer’s COVID-19 vaccine.

The FDA now says it will take 75 years to release the information.

https://t.co/FjQs7HuaOz",[]
491,TalonXavier_,Find your way back.,Canada,440,586,9553,0,"@Hugo58927423 @Raven4212 @ktibus @The_Seeadler @Not_Important_B @foofdawg @crabb_vicki @JerrySp58490055 @ToTheLifeboats @mmelgar09 @doritmi @keithlaw @SatvaBody @brian_abramson @calnbg @LeeKurtiss @tenebra99 @andyoakes https://t.co/PR2CagVlev

This is, and never will be, considered an effective vaccine. Four shots in a year?

Maybe they would have figured this out if they had proper trials. 

But hey, we have about nine new billionaires on the planet. So that’s nice.",[]
492,storytime61,🇺🇸 #AmericaFirst,"Greensboro, NC",708,422,17379,103,"The US Food and Drug Administration has elongated the timespan it will take to make public clinical data about Pfizer’s COVID-19 vaccine.

The FDA now says it will take 75 years to release the information.

https://t.co/FjQs7HuaOz",[]
493,zzagranicy,"Punk’s not dead, but grown up",,866,35,5861,103,"The US Food and Drug Administration has elongated the timespan it will take to make public clinical data about Pfizer’s COVID-19 vaccine.

The FDA now says it will take 75 years to release the information.

https://t.co/FjQs7HuaOz",[]
494,HoosierHappy,I am a Political nomad.  The permanent ruling class is destroying America. #TermLimits.,Indiana,1031,216,15661,103,"The US Food and Drug Administration has elongated the timespan it will take to make public clinical data about Pfizer’s COVID-19 vaccine.

The FDA now says it will take 75 years to release the information.

https://t.co/FjQs7HuaOz",[]
495,diego83488320,"No entiendo twitter
Estoy muy viejo para esta mierda
Tierra del Fuego Antártida e Islas del Atlántico Sur
Insta... @diegoderiotdf",,2228,278,6917,103,"The US Food and Drug Administration has elongated the timespan it will take to make public clinical data about Pfizer’s COVID-19 vaccine.

The FDA now says it will take 75 years to release the information.

https://t.co/FjQs7HuaOz",[]
496,OldCroaky,"We live in the same World ❤️Fish & Chips, Meat Pies, Okaki, ♨ , Coffee, Radio, Politics & Country Music ⚠️: coffee or alcohol may affect tweet quality & content",,4442,725,44062,0,Remember when we were told the government chose AstraZeneca because the Pfizer vaccine required special care to keep it cold? #auspol,['auspol']
497,emxgarcia,,,186,45,492,0,"It's worse than a bad timeshare deal.
https://t.co/EZ5vuDJHxG",[]
498,FredJonesBo,,,42,7,1256,3359,"FDA in their virtual meeting yesterday: ""we were falsely mislead by (Pfizer) about the safety of the vaccine…Heart attacks are 71x higher than other vaccines…the vaccines are killing two people for every one life saved” listen from the 4 hr 20 mark. https://t.co/dxQ5WBwKDc",[]
499,James_heart7,"Trained Ortho-Bionomy(fixed backarch-2 visit),Electronic medicine(F-Scan).Love QX machine.Love REAL Massage & Health -Top Videos at site below- Enjoy!",London,1656,1007,31050,0,Two babies hospitalized after getting injected with Pfizer's COVID shot - One News Page https://t.co/RLnZpHKqms,[]
500,newsfilterio,"Run by investors, for investors.

Real-time:
PRs
Gov. contract awards
Earnings
M&As
FDA approvals
Insider trades
SEC filings
And more

Not investment advice","New York, NY",180,20720,929143,0,"Wells initiates Pfizer at overweight, says Covid treatments are here to stay $PFE https://t.co/hUb9wYhjFA",[]
501,FxBookLTTG,Made by traders for traders,Estonia,90,828,683665,0,https://t.co/jMUrsfJl6h Pfizer And Biontech Are Confident That 3 Doses Of Vaccine Will Completely Neutralize The Omicron Strain,[]
502,James_heart7,"Trained Ortho-Bionomy(fixed backarch-2 visit),Electronic medicine(F-Scan).Love QX machine.Love REAL Massage & Health -Top Videos at site below- Enjoy!",London,1656,1007,31050,0,"After a history of medical ethics violation, Pfizer is - One News Page https://t.co/AVVVT8ZJ8V",[]
503,StirkCraig66,normal person!,,1947,2134,20614,1071,"Remember to always ask this question:

If you introduce vaccine mandates, who will be legally responsible if there is a (rare) side effect? The PM? Ministers? Your boss? Your doctor? 

Because it won’t be Pfizer, Moderna or AZ (they were granted immunity by your government) https://t.co/1OZFcuwRtv",[]
504,CVolkmannMD,"Training psychiatrist and psychotherapist Berlin. Views are my own.
Interested in Bayesian reasoning/stats, causal inference. 
Liberalism.","Berlin, Germany",184,206,560,0,"@KingHippoh @Dreamsnstories @nick_the_geek78 Not sure about your assessment. Aren't those 1223 cases which Pfizer deemed causally related to the vaccine? 
Many more people died within 90 days for all kinds of reasons I would presume.",[]
505,MarkChangizi,"Philosopher scientist — https://t.co/Bm8ym5R3id
FreeX institute — https://t.co/IxkuLAELkO
Vein Finder Glasses -- VINO OPTICS https://t.co/f1y7IkH3ar
""markchangizi"" — YouTube, substack, Telegram, …","Columbus, OH",870,36334,72504,8,By 2076 Pfizer will have managed to extend the time to reveal their data another 84 thousand years.,[]
506,allaussievoices,Mainly Australian commentary + throwing in global stuff to the mix.,,160,140,3189,0,"BREAKING:

Children aged between 5 and 11 to begin getting Pfizer vaccine on January 10

Parents. Save the children.",[]
507,danishstampy,javascript simp,"Selangor, Malaysia",318,235,30578,600,"Kenapa @KKMPutrajaya tak halang? Omikron and most people at the tail end of their 6 month of AZ, Sinovac and Pfizer shots? Lower efficacy with so many still didn’t get their booster shots? Do you want to kill people? Also kau akaun MKN. WHAT THE FUCK? https://t.co/eKfHJCf1EN",[]
508,ALAL00128483,"Economist, Familienv., #Covid19genesen, gem. #Risikoprofil ohne grosse #Nebenw. #CovidGesetzNEIN, Privat hier, RT oder veröff. heisst nicht autom. einverstanden",Freiburg,410,363,10056,8330,"Shortly after Austria became first country to make COVID vaccines compulsory, EU chief Ursula von Der Leyen calls for dispensing with the Nuremberg Code and making vaccination mandatory across Europe.

Here’s Ursula last month with Pfizer CEO Albert Bourla
https://t.co/gTBHMxok4O https://t.co/HSXYZmgVeY",[]
509,1BobDobalina,,🚀🌛,70,119,6922,103,"The US Food and Drug Administration has elongated the timespan it will take to make public clinical data about Pfizer’s COVID-19 vaccine.

The FDA now says it will take 75 years to release the information.

https://t.co/FjQs7HuaOz",[]
510,jim_anderson,"Husband, father, former journalist, currently day to day. ‘It’s all ball bearings nowadays’","Omaha, Nebraska",278,80,2981,2267,"Man, apparently Pfizer's booster has a couple of pretty unexpected side effects https://t.co/JUaRQPCeAc",[]
511,christi29161044,"Follow me on Gettr mulley is my handle!
100% PATRIOT 100% CHRISTIAN..MISS THE COUNTRY I GREW UP IN",,2424,2029,31438,107,"FDA Claims It Needs Until 2096 to Fully Release Pfizer COVID-19 Vaccine Data  
https://t.co/GMwO52GcFp",[]
512,VF_Brandon,Hello. I'm the founder of the YouTube channel VF aus and a big Public Transport Fanatic.,"Melton, Victoria",89,16,10073,10,🚨Breaking: All children aged 5-11 will be able to get the Pfizer vaccine from January 10. Final approval expected tomorrow morning. PM @ScottMorrisonMP says: “This will bring great relief to so many mums and dads”💉 #7NEWS #auspol,[]
513,HollyCAnderton,Scientist with #ADHD working @wehi_research trying to understand what causes skin diseases like #psoriasis #HS & #eczema. Interested in #scicomm  #mentalhealth,Melbourne,678,378,958,10,🚨Breaking: All children aged 5-11 will be able to get the Pfizer vaccine from January 10. Final approval expected tomorrow morning. PM @ScottMorrisonMP says: “This will bring great relief to so many mums and dads”💉 #7NEWS #auspol,[]
514,marymauldin,"Love my boy, dogs & country. I hope to live an honorable life & someday be remembered as an ardent follower of my Lord, Jesus Christ. Pray for Awakening #MAGA",,12175,12021,255407,103,"The US Food and Drug Administration has elongated the timespan it will take to make public clinical data about Pfizer’s COVID-19 vaccine.

The FDA now says it will take 75 years to release the information.

https://t.co/FjQs7HuaOz",[]
515,Cestial_,Can you jam with the console cowboys in cyberspace?,,305,410,40180,2267,"Man, apparently Pfizer's booster has a couple of pretty unexpected side effects https://t.co/JUaRQPCeAc",[]
516,Fogfaaja,I'm so woke I can't sleep.,"Oslo, Norway",4969,838,50293,0,"Addendum:
+4📸
Apparently ""no good deed shall go unpunished"" in this kakistocracy:
So what happens after arguing that perhaps we shouldn't offer people financial incentivises to kill us.

Neighbors torture me from getting any sleep.(Pfizer post 1☝️+Embed👇)https://t.co/EcMhpklVS5 https://t.co/vX12uYzydq",[]
517,indy_kris,"👩‍❤️‍👨 Husband 
👨‍👦‍👦 Dad
👨‍🌾 Rural Living 
💁🏻‍♂️ Serving Others
💰 Cryptocurrency
👨‍💻 Investing
💵 Future Millionaire","Indiana, USA",1525,281,3448,0,"Is it about making #money or really ""helping"" patients? 

This is just for diabetes.
Imagine what the powers that be would #coverup in regards to #VaccineSideEffects
😳 

#Pfizer
#Moderna

J&amp;J kept quiet on popular #diabetes #drugs as red flags multiplied https://t.co/M4SBK7wmqZ","['money', 'coverup', 'VaccineSideEffects', 'Pfizer', 'Moderna', 'diabetes', 'drugs']"
518,flashbite,Love your neighbor as yourself.,Masomenos ,719,527,20340,103,"The US Food and Drug Administration has elongated the timespan it will take to make public clinical data about Pfizer’s COVID-19 vaccine.

The FDA now says it will take 75 years to release the information.

https://t.co/FjQs7HuaOz",[]
519,SadieXShaw,"Research Director
Science is not the last word
Science is perpetually correcting itself
Science is all sides of the argument free from prejudice.",,383,1439,8580,103,"The US Food and Drug Administration has elongated the timespan it will take to make public clinical data about Pfizer’s COVID-19 vaccine.

The FDA now says it will take 75 years to release the information.

https://t.co/FjQs7HuaOz",[]
520,wittycommittee,"If Twitter strikes me down, I will become more powerful than you can possibly imagine on (Gab: TankMan)/@twittycommitte1 https://t.co/JIf4tRm2uE","Florida, USA",7758,7053,54039,103,"The US Food and Drug Administration has elongated the timespan it will take to make public clinical data about Pfizer’s COVID-19 vaccine.

The FDA now says it will take 75 years to release the information.

https://t.co/FjQs7HuaOz",[]
521,LouisCy72344053,"Knowledge is power and FREEDOM!
My pronouns are GFyourself snowflake!",Hell,2042,1019,81922,225,Pfizer CEO says fourth Covid vaccine doses may be needed sooner than expected due to omicron https://t.co/InhhWCiXNg,[]
522,eclecticbrotha,"Now I am become sarcasm, destroyer of worlds. Cogito ergo sumbitch ipso facto vis a vis hold deez. https://t.co/dowZoEzwaX",Holdin BOFA on yo Mama's sofa,2590,51138,482480,2267,"Man, apparently Pfizer's booster has a couple of pretty unexpected side effects https://t.co/JUaRQPCeAc",[]
523,PlepsART,Vrijdenker I kunstenmaker | outsiderkunst | ASS | Zwolle | politiek vluchteling in eigen land | aanhanger decandentisme |,The Netherlands,4986,3728,177188,549,I have no doubt Pfizer announced this after conducting a rigorous randomized controlled trial and did all that during the past two weeks since we know about Omicron 🤨 https://t.co/7Dhx7XPZLA,[]
524,FeliciaAcct2,"New account, 1st was deleted. Wife, mother, grandmother & great grandmother. Yes, I’m old. HAPPILY MARRIED. NOT HERE TO DATE.",,1006,673,4456,2164,"BREAKING REPORT: FDA Says It Now Needs 75 Years to FULLY RELEASE Pfizer COVID-19 Vaccine Data...

Worldwide Life expectancy BOTH SEXES COMBINED is 73.2 years...",[]
525,Steve1r09,"Eat,train, play trumpet. Kettlebells rock! #dowork 🇺🇸","Nixon, TX",1162,725,55779,112,"It is hard to find a major antiviral “vaccine” that didn’t include killed or weakened viruses prior to Covid. 

But Moderna &amp; Pfizer got their mRNA therapeutics labeled “vaccines.”

Now, we know they don’t stop spread &amp; wear off rapidly despite two shots. This smacks of fraud. https://t.co/3BtoV1SSwk",[]
526,MethWolfie,,,216,17,811,16,"Dr Jonie Girouard is a hero.

Some undercover journalist however filmed her giving out medical certificates as exemptions for Pfizer vaccines.

Police are now investigating this good woman.

https://t.co/aEj1GLFkqO https://t.co/bZbI3tWLYb",[]
527,SharnelleVella,State Political Reporter @7NewsMelbourne,"Melbourne, Australia ",1413,69719,10700,10,🚨Breaking: All children aged 5-11 will be able to get the Pfizer vaccine from January 10. Final approval expected tomorrow morning. PM @ScottMorrisonMP says: “This will bring great relief to so many mums and dads”💉 #7NEWS #auspol,[]
528,chronos2002,,"Adelaide, South Australia",77,133,24912,2380,"New Pfizer Punch Card Lets You Get Free Sub Sandwich Every 10th Booster
https://t.co/b6b9J72rWJ",[]
529,Carsonpalmer199,You can get everything in life you want if you will just help enough other people get what they want. Fully vaccinated 💉,"Phoenix, AZ",82,4,254,671,"BIDEN last week: ""Go get your booster now.""

BIDEN the previous week: ""Do not wait.  Go get your booster.""

BIDEN in Sept: ""The booster gives you even more protection than after your second shot.""

PFIZER TODAY: A booster dramatically improves efficacy against Omicron.",[]
530,HeraldNMB,"Nelson Mandela Bay's leading newspapers The Herald and Weekend Post -  bringing you the best in local, national and international news. https://t.co/OdFabZvpY0",Port Elizabeth,360,60095,104990,0,The health department opened the Electronic Vaccination Data System (EVDS) for the second dose of Pfizer vaccine for the 12 to 17 age group on Thursday. https://t.co/QJKTA8gfS6,[]
531,stuartlowman,"Managing Editor https://t.co/Bado7gTP6J, business enthusiast, rocket ship admirer, pizza expert, love the 'Blues', parent, sports fan. Enjoy a good story.","Johannesburg, South Africa",193,1359,24543,0,"Pfizer: booster neutralises Omicron, new variant may elude two doses – The Wall Street Journal https://t.co/pSElo37zBD",[]
532,amc53149bekind,"Mom, grandmother! Love Jesus Christ and my Daylilies! I want justice and fairness for all!",U.S.A.,767,413,72383,3953,"&lt;data and the truth want to break free, and eventually will.  Best to come clean sooner. The coverup is what will git ya.&gt;

GUY HATCHARD: PFIZER DOCUMENT CONCEDES THAT THERE IS A LARGE INCREASE IN TYPES OF ADVERSE EVENT REACTION TO ITS VACCINE
https://t.co/kupDIViH41",[]
533,SaltyFlGrl,"Queen, Moderate Conservative, Abortion is Satan’s work, Despise progressivism, communism, socialism, liberalism.                      Pronouns: Your/Majesty",Free State of Florida,664,370,7613,59,Buuuhhbye Pfizer‼️ https://t.co/RrJ4zukcra,[]
534,detfria,"Samhällsbetraktare. ”Det är så lätt att bara gå framåt och förbi, då missar man allt.”",,462,399,5845,103,"The US Food and Drug Administration has elongated the timespan it will take to make public clinical data about Pfizer’s COVID-19 vaccine.

The FDA now says it will take 75 years to release the information.

https://t.co/FjQs7HuaOz",[]
